node_id	node_name	node_type	node_name_type	tsne1	tsne2	tsne3
C0004364	Autoimmune disorder	SideEffect	Autoimmune disorder - SideEffect	-77.14160440665928	16.642160099643224	29.30276008117371
DOID:13717	mature cataract	Disease	mature cataract - Disease	-14.867446901499642	-7.7218372352913835	-36.41228935673504
DOID:8501	fundus dystrophy	Disease	fundus dystrophy - Disease	12.164023180475917	17.90273997014201	-21.382001162570127
DB01327	Cefazolin	Compound	Cefazolin - Compound	36.88461501870757	65.5604028518952	33.56213340939681
C0002963	Prinzmetal angina	SideEffect	Prinzmetal angina - SideEffect	-72.08373635209762	13.184952333421823	43.72322620845484
DOID:13133	HELLP syndrome	Disease	HELLP syndrome - Disease	28.638988342474637	0.9789565712187823	-8.563296027805412
C0013274	Patent ductus arteriosus	SideEffect	Patent ductus arteriosus - SideEffect	-45.47533521314673	18.521249683300578	42.6308666667758
DOID:12662	paracoccidioidomycosis	Disease	paracoccidioidomycosis - Disease	56.38880306604763	-15.510847758064873	-13.441807237886428
C0032962	Complication of pregnancy	SideEffect	Complication of pregnancy - SideEffect	-41.795319521627704	18.80339349998795	47.790123747722426
DOID:12450	pancytopenia	Disease	pancytopenia - Disease	40.77445729814196	-6.564045683562586	-0.5107644392167676
DB00427	Triprolidine	Compound	Triprolidine - Compound	28.306912799006206	27.599570601271505	39.268722451384455
DOID:9108	uterus carcinoma in situ	Disease	uterus carcinoma in situ - Disease	9.053060646181763	-31.047717681141876	-4.0145837289612585
DOID:0050572	cone-rod dystrophy	Disease	cone-rod dystrophy - Disease	2.9789000699397916	16.723782094457842	-18.906029001068354
DB00939	Meclofenamic acid	Compound	Meclofenamic acid - Compound	20.550200138775313	25.331734242016797	11.173248430820491
DOID:0080241	syndromic X-linked mental retardation 35	Disease	syndromic X-linked mental retardation 35 - Disease	0.8764439013365117	-7.440647866296971	-43.00235091678129
C0587246	Limb paresis	SideEffect	Limb paresis - SideEffect	-67.14585567534728	-19.460500409162005	42.48470166335432
DOID:9378	glaucomatocyclitic crisis	Disease	glaucomatocyclitic crisis - Disease	-19.74617511775174	-10.036378253705978	-21.30912854593779
DOID:11265	trachoma	Disease	trachoma - Disease	64.50418578019583	-9.136163642830956	-22.327192147229386
DOID:0110217	Leber congenital amaurosis 17	Disease	Leber congenital amaurosis 17 - Disease	9.597178131384071	17.421383792428337	-20.714729751289344
DOID:13208	background diabetic retinopathy	Disease	background diabetic retinopathy - Disease	-14.27578791763991	-3.9653113408269	-25.584432195623766
DOID:13072	acquired hyperkeratosis	Disease	acquired hyperkeratosis - Disease	51.319990703188274	-27.969554623247006	-6.047505647324712
DB00863	Ranitidine	Compound	Ranitidine - Compound	28.661901784451207	32.85244562311515	31.322874772462157
D003639	Hearing Loss, Sudden	Symptom	Hearing Loss, Sudden - Symptom	32.75875519143091	-11.438292157851718	-42.769913860890014
DOID:12639	pyloric stenosis	Disease	pyloric stenosis - Disease	20.209213332650855	-20.24484269084486	-1.8237798687957794
DOID:0110296	autosomal recessive limb-girdle muscular dystrophy type 2M	Disease	autosomal recessive limb-girdle muscular dystrophy type 2M - Disease	-7.905407463345666	-39.901477044975884	-41.253902197509134
DOID:14004	thoracic aortic aneurysm	Disease	thoracic aortic aneurysm - Disease	15.507021832758259	-42.52400447638493	-30.106452113314962
C0003578	Apnoea	SideEffect	Apnoea - SideEffect	-54.89244652741061	29.860737495131715	18.333830004556358
C0010520	Cyanosis	SideEffect	Cyanosis - SideEffect	-50.11346392649853	34.21619344894514	11.477524120371385
C0037859	Spermatocele	SideEffect	Spermatocele - SideEffect	-55.59649162786601	33.17764420926513	27.996469847786486
C0022541	Kearns-Sayre syndrome	SideEffect	Kearns-Sayre syndrome - SideEffect	-32.33546375753976	9.95654079458552	46.60978834823742
C0021359	Infertility	SideEffect	Infertility - SideEffect	-53.89492289269756	12.438661579909832	19.980438241548466
DOID:0050456	Buruli ulcer disease	Disease	Buruli ulcer disease - Disease	57.71992808433165	-19.709117189471627	-13.504606048906144
D005221	Fatigue	Symptom	Fatigue - Symptom	37.654515512761826	-0.7202575709350695	-17.33730258422219
DOID:2012	Nezelof syndrome	Disease	Nezelof syndrome - Disease	-13.898584389291747	-20.58668203104225	-14.395684219127453
DB00501	Cimetidine	Compound	Cimetidine - Compound	27.108790045837676	36.04767074791107	31.40412915706459
C0376545	Haematological malignancy	SideEffect	Haematological malignancy - SideEffect	-31.507303578361384	10.425146236397746	31.120385700797044
DOID:2800	acute interstitial pneumonia	Disease	acute interstitial pneumonia - Disease	-15.1429244516952	-16.39748173175996	-16.37979181724066
C0022073	Iridocyclitis	SideEffect	Iridocyclitis - SideEffect	-60.13974123743759	-1.2916729915220206	47.076654508591076
CHEMBL289469	CHEMBL289469	Compound	CHEMBL289469 - Compound	-33.68565664856288	6.489995553761899	35.148252027558264
DOID:0110798	hereditary spastic paraplegia 46	Disease	hereditary spastic paraplegia 46 - Disease	-10.568217849013461	-28.05673849664213	-63.31842892574753
C0005681	Blackwater fever	SideEffect	Blackwater fever - SideEffect	-43.40982024388175	12.96916497970219	23.494956883980006
C0025323	Menorrhagia	SideEffect	Menorrhagia - SideEffect	-64.09921142235943	36.91086824422382	13.926925324800145
DOID:12842	Guillain-Barre syndrome	Disease	Guillain-Barre syndrome - Disease	43.55827609377975	-2.72105967639707	-38.933457500483264
DB12965	Silver	Compound	Silver - Compound	17.806273234047403	-15.71870912280272	-14.462281640292925
DOID:1458	postsurgical hypothyroidism	Disease	postsurgical hypothyroidism - Disease	-2.8717486756266437	-13.99739015969418	-14.700064208607587
DOID:0060188	jejunoileitis	Disease	jejunoileitis - Disease	-7.4470195532017165	-10.468779020098577	-15.500089743403562
DOID:784	chronic kidney disease	Disease	chronic kidney disease - Disease	19.381359741558594	1.3514837615655522	-5.475113916089351
DOID:0110109	atrial heart septal defect 4	Disease	atrial heart septal defect 4 - Disease	11.09851910756379	-44.5224012125329	-37.12369276664728
C0042165	Anterior uveitis	SideEffect	Anterior uveitis - SideEffect	-60.980081657205	-2.376422821588594	45.670143537237706
DOID:3683	lung benign neoplasm	Disease	lung benign neoplasm - Disease	50.81283169157094	-7.159301017474888	-6.94374514557565
DOID:0110403	retinitis pigmentosa 13	Disease	retinitis pigmentosa 13 - Disease	-4.202970544877363	16.728173675283955	-11.979786298496665
DOID:8645	subacute delirium	Disease	subacute delirium - Disease	31.311604788805358	3.5026296953269895	-34.2266219703439
DOID:11920	tracheal cancer	Disease	tracheal cancer - Disease	-5.479653525647478	-21.446787792663336	-18.806046500557198
DB04398	Lactic Acid	Compound	Lactic Acid - Compound	25.00409393133833	-8.37040015167853	16.276601997168754
C0011644	Scleroderma	SideEffect	Scleroderma - SideEffect	-56.78898227976039	26.142139155450437	37.001942538288695
C1510410	Parosmia	SideEffect	Parosmia - SideEffect	-67.60396512574411	33.363099626458265	17.994204544074556
DOID:13113	cicatricial entropion	Disease	cicatricial entropion - Disease	64.06497074278415	-14.787825992692705	-21.990389775140542
DOID:0080195	Marinesco-Sjogren syndrome	Disease	Marinesco-Sjogren syndrome - Disease	-8.734398060798858	-30.914735917623336	-62.87192125499475
DB03255	Phenol	Compound	Phenol - Compound	23.346895940347274	32.27569581171864	12.211463574428365
DOID:10316	pneumoconiosis	Disease	pneumoconiosis - Disease	54.33202731288002	-4.718916264365078	-11.624819459817742
DOID:10615	acute gonococcal cervicitis	Disease	acute gonococcal cervicitis - Disease	38.4699773610081	64.486619286585	30.925948798492016
DOID:0090050	dystonia 27	Disease	dystonia 27 - Disease	-3.755137466346702	-8.756506598119348	-48.97145221902907
DOID:11049	meconium aspiration syndrome	Disease	meconium aspiration syndrome - Disease	30.4870815261913	0.4746464580519556	-11.115008486556736
DOID:0110445	dilated cardiomyopathy 1KK	Disease	dilated cardiomyopathy 1KK - Disease	-3.2726808446148765	-49.07522522534491	-34.40775711392976
DB09325	Sodium fluoride	Compound	Sodium fluoride - Compound	33.925290124940446	21.16694330757814	16.007509684609413
DOID:13137	Werdnig-Hoffmann disease	Disease	Werdnig-Hoffmann disease - Disease	44.03218491885397	-1.4273518119064188	-45.482913968880574
DOID:11975	coloboma of optic nerve	Disease	coloboma of optic nerve - Disease	-10.576712169436242	-15.747425210137955	-39.43531025529838
DOID:10139	conjunctival degeneration	Disease	conjunctival degeneration - Disease	-3.8038053018037115	-18.044612024568206	-2.9395676003443043
C0042024	Urinary incontinence	SideEffect	Urinary incontinence - SideEffect	-72.20553440607243	-16.325691919952668	33.96147764227069
DOID:0110438	dilated cardiomyopathy 1JJ	Disease	dilated cardiomyopathy 1JJ - Disease	-3.4662040631885445	-50.364907570161606	-34.629772815966184
DOID:9669	senile cataract	Disease	senile cataract - Disease	-18.2125828949387	-2.547723426108294	-37.1056299086868
C0021361	Infertility female	SideEffect	Infertility female - SideEffect	-72.58235230306911	-20.216802140902576	42.88954965945379
C0020565	Hypertrophy of breast	SideEffect	Hypertrophy of breast - SideEffect	-44.817581112519164	23.553504407984775	27.88980197847149
DOID:1894	noninfectious dermatoses of eyelid	Disease	noninfectious dermatoses of eyelid - Disease	71.12757770462429	-11.50621328641756	-17.937831542626952
C0242354	Disorder birth	SideEffect	Disorder birth - SideEffect	-51.88887557035037	30.419290334371258	11.953666710829305
DOID:10825	essential hypertension	Disease	essential hypertension - Disease	19.458473467202708	5.390619163369205	46.9422703080996
DB04855	Dronedarone	Compound	Dronedarone - Compound	20.60705541363834	38.12861442881996	39.68365785067296
C0013144	Drowsiness	SideEffect	Drowsiness - SideEffect	-34.858343987827666	6.500632225053515	47.466798825413186
DB00330	Ethambutol	Compound	Ethambutol - Compound	32.059014110355164	60.22210227182565	35.32566391091153
C0270327	Nocturnal enuresis	SideEffect	Nocturnal enuresis - SideEffect	-49.124970456606604	-7.052486165935009	45.4176112608773
DOID:106	pleural tuberculosis	Disease	pleural tuberculosis - Disease	50.257709318988944	-7.2180269293785475	-11.04189906937499
DOID:10964	cholesteatoma of middle ear	Disease	cholesteatoma of middle ear - Disease	34.01297134875184	-17.155167470201146	-44.02609384665737
DB00139	Succinic acid	Compound	Succinic acid - Compound	29.43751019066215	12.224895124613575	18.90807477162215
DOID:13446	basilar artery occlusion	Disease	basilar artery occlusion - Disease	-8.586333420422287	-9.44284324217293	-24.084379022945384
DOID:0110578	autosomal dominant nonsyndromic deafness 52	Disease	autosomal dominant nonsyndromic deafness 52 - Disease	-92.13085007725549	-38.44716535288268	-4.167074692031889
DOID:0060391	chromosome 13q14 deletion syndrome	Disease	chromosome 13q14 deletion syndrome - Disease	-17.27611535953851	-25.085383431808307	-32.24327052148346
DOID:48	male reproductive system disease	Disease	male reproductive system disease - Disease	29.944045415346377	-37.751173291275656	-8.918999358980962
D065635	Benign Paroxysmal Positional Vertigo	Symptom	Benign Paroxysmal Positional Vertigo - Symptom	30.76551320045788	-10.738001795737421	-42.81539857318426
C0876973	Lung infection	SideEffect	Lung infection - SideEffect	-47.13515451978904	23.480997704536325	15.035642125706778
DOID:12016	frontal lobe neoplasm	Disease	frontal lobe neoplasm - Disease	-8.618698069216638	-31.075686971392916	-12.603590595819826
C0037928	Spinal cord disorder	SideEffect	Spinal cord disorder - SideEffect	-52.126997247836044	18.407119076086794	15.7903366471445
D000788	Angina Pectoris, Variant	Symptom	Angina Pectoris, Variant - Symptom	11.97565714582442	-46.59045703568427	-27.126317846580612
DOID:11801	protein-energy malnutrition	Disease	protein-energy malnutrition - Disease	28.474232364491527	-12.660885034250835	-5.643189739556133
C1263960	Diabetic coma	SideEffect	Diabetic coma - SideEffect	-59.94145335323265	30.370210091041077	36.74908461935067
C0026946	Fungal infection	SideEffect	Fungal infection - SideEffect	-64.19975909235374	2.5635855734776705	34.66123558897643
DB00165	Pyridoxine	Compound	Pyridoxine - Compound	22.568637927934667	6.595589435072386	26.765706702307643
DB06695	Dabigatran etexilate	Compound	Dabigatran etexilate - Compound	29.866455439600948	13.067933525734345	33.763250574696166
DOID:0110722	neuronal ceroid lipofuscinosis 7	Disease	neuronal ceroid lipofuscinosis 7 - Disease	11.250640858583761	2.9326870812979027	-33.368203912239494
DOID:9274	hyperlysinemia	Disease	hyperlysinemia - Disease	25.013014335073137	-0.5470416137863477	-27.649294003897126
DOID:11589	Riley-Day syndrome	Disease	Riley-Day syndrome - Disease	50.04271108086092	-0.637164798654535	-41.400030910829265
DOID:2148	tuberculous oophoritis	Disease	tuberculous oophoritis - Disease	24.430704262499845	-35.33411196964014	2.7787826499091124
DOID:3315	lipoma	Disease	lipoma - Disease	35.14339021455274	-24.287437959083423	-13.326966604388927
DB11256	Levomefolic acid	Compound	Levomefolic acid - Compound	22.323127836671038	-20.11804571100103	18.705236666424994
DB00994	Neomycin	Compound	Neomycin - Compound	39.44434220460461	61.72197244511428	34.736735142361105
DOID:0110514	autosomal recessive nonsyndromic deafness 62	Disease	autosomal recessive nonsyndromic deafness 62 - Disease	-106.07384195754999	-49.120064277749975	-5.143224102825158
DB00374	Treprostinil	Compound	Treprostinil - Compound	42.54691722498162	14.35296186747138	14.503521682775784
C0085615	Bundle branch block right	SideEffect	Bundle branch block right - SideEffect	-45.34122511380404	32.04953745432477	25.801098338616903
DB00350	Minoxidil	Compound	Minoxidil - Compound	24.078444608082457	9.381697874589976	47.65113792162713
DOID:13491	active vestibular Meniere's disease	Disease	active vestibular Meniere's disease - Disease	31.24643983046847	-13.53622020981634	-44.95025492066087
DOID:9384	gonococcal iridocyclitis	Disease	gonococcal iridocyclitis - Disease	40.83069234438962	21.049480450382934	-25.09049858382843
DB01119	Diazoxide	Compound	Diazoxide - Compound	14.436222056872836	13.043257942937148	37.52145668803533
DB03904	Urea	Compound	Urea - Compound	22.56344122524585	4.646743244260362	31.335614246547905
DOID:0060123	connective tissue benign neoplasm	Disease	connective tissue benign neoplasm - Disease	43.26989080853611	-19.46494130095165	-10.807767653135931
DOID:0110537	autosomal recessive nonsyndromic deafness 93	Disease	autosomal recessive nonsyndromic deafness 93 - Disease	-103.86326218068562	-44.89440527291329	-5.379189431399354
DOID:10192	pleomorphic lipoma	Disease	pleomorphic lipoma - Disease	36.56806434445281	-23.016789514003037	-11.874279967139458
DOID:13972	female breast lower-outer quadrant cancer	Disease	female breast lower-outer quadrant cancer - Disease	-49.46402930184281	-30.09695157292298	-35.11829008833042
DOID:2789	parasitic protozoa infectious disease	Disease	parasitic protozoa infectious disease - Disease	33.89697377968275	-19.361151817467295	4.10764452959818
DOID:13174	dissociated nystagmus	Disease	dissociated nystagmus - Disease	32.14907472682732	11.810095107908522	-34.99398628593498
DB01623	Thiothixene	Compound	Thiothixene - Compound	12.130110807824392	32.01453397766164	44.38370678826255
DOID:9936	chronic canaliculitis	Disease	chronic canaliculitis - Disease	-4.190160190550174	-17.774943174766953	-30.96825643937096
DOID:3186	adult oligodendroglioma	Disease	adult oligodendroglioma - Disease	33.74087231181513	-11.60488965029212	-28.93816672902038
DOID:0110334	osteogenesis imperfecta type 1	Disease	osteogenesis imperfecta type 1 - Disease	18.8220618449027	-25.092987120397737	-40.53806742857495
DOID:2275	pharyngitis	Disease	pharyngitis - Disease	50.13258092644622	-13.606564053563785	-19.472879245989876
DOID:0060337	CEDNIK syndrome	Disease	CEDNIK syndrome - Disease	-7.312028591195024	-31.73193753062175	-59.124279902053345
C1510475	Diverticulum intestinal	SideEffect	Diverticulum intestinal - SideEffect	-57.000600630714686	40.33464627527698	38.437224965809506
DOID:630	genetic disease	Disease	genetic disease - Disease	-24.18126150303268	-23.251843895217853	-41.646582300518865
DOID:423	myopathy	Disease	myopathy - Disease	40.92084819653789	5.698560811174642	-44.95882627417907
DOID:14203	childhood type dermatomyositis	Disease	childhood type dermatomyositis - Disease	49.699598455883624	-17.566845807214065	-8.194830097961622
DB08941	Isoxsuprine	Compound	Isoxsuprine - Compound	19.146835456247867	21.095141706365425	41.73133910548931
DOID:0110437	dilated cardiomyopathy 1K	Disease	dilated cardiomyopathy 1K - Disease	-4.059130361174056	-50.68355838464278	-35.350509405108724
DOID:0110786	hereditary spastic paraplegia 35	Disease	hereditary spastic paraplegia 35 - Disease	-9.29760691061113	-25.819820800780338	-63.5422987232444
C0263386	Ichthyosis acquired	SideEffect	Ichthyosis acquired - SideEffect	-62.3471594563925	12.10633517163131	20.61907849194583
DB00896	Rimexolone	Compound	Rimexolone - Compound	26.75203845462688	-10.752064261673723	28.78563911024417
DB00462	Methylscopolamine bromide	Compound	Methylscopolamine bromide - Compound	19.93312890427185	24.421169201533065	36.68845564275413
DOID:11371	functional diarrhea	Disease	functional diarrhea - Disease	-5.048632169048603	-12.836772286172085	-14.98212961618309
DOID:11390	cerebral arteritis	Disease	cerebral arteritis - Disease	-6.705994650476956	-8.149426493860755	-24.045125864999093
C0024299	Lymphoma	SideEffect	Lymphoma - SideEffect	-74.04865529315636	16.92769033777495	25.396557212935154
DOID:0070094	oculocutaneous albinism type IA	Disease	oculocutaneous albinism type IA - Disease	-9.994924797935692	-7.841067009063643	-31.808949211726517
C0031212	Personality disorder	SideEffect	Personality disorder - SideEffect	-60.00309740700032	33.19521642739589	25.817610883338588
DOID:2444	hyperpituitarism	Disease	hyperpituitarism - Disease	25.876701515376705	-18.22746201937892	-21.413934861954573
DOID:11549	Adie syndrome	Disease	Adie syndrome - Disease	49.407826104015996	-0.15188574353755918	-38.43430649637988
DB00980	Ramelteon	Compound	Ramelteon - Compound	6.527937909436408	30.171162033768464	33.45443254853585
DOID:0060717	autosomal recessive congenital ichthyosis 8	Disease	autosomal recessive congenital ichthyosis 8 - Disease	58.36655491724988	-36.56765283899165	-10.484642501237872
C0233459	Emotional disorder	SideEffect	Emotional disorder - SideEffect	-55.26019290384266	16.939366183114164	33.595982484154106
DB00869	Dorzolamide	Compound	Dorzolamide - Compound	24.039143037150634	31.73649272719836	8.535419662144868
DOID:225	syndrome	Disease	syndrome - Disease	-6.461172914857096	-19.603297054267696	-45.27107224220262
D005483	Flushing	Symptom	Flushing - Symptom	48.179515612774054	-22.78964436035889	0.18763174064222315
DOID:1243	labia minora cancer	Disease	labia minora cancer - Disease	40.13265436148052	-29.628861040114735	-4.65434842004964
DOID:50	thyroid gland disease	Disease	thyroid gland disease - Disease	25.843860316413128	-13.636168367268622	-19.145171158744983
DOID:0110812	hereditary spastic paraplegia 61	Disease	hereditary spastic paraplegia 61 - Disease	-8.00803851368222	-29.226644973415585	-62.10951467465406
C0018621	Seasonal allergy	SideEffect	Seasonal allergy - SideEffect	-58.931471555962176	15.25613498003194	35.72261058553092
DOID:0110463	autosomal recessive nonsyndromic deafness 102	Disease	autosomal recessive nonsyndromic deafness 102 - Disease	-106.37964632274307	-48.840604877473424	-4.478910891485936
C0005940	Bone disorder	SideEffect	Bone disorder - SideEffect	-65.61086176463087	36.11442279400656	10.9293709883807
C0033117	Priapism	SideEffect	Priapism - SideEffect	-56.697502561582205	36.54262250491074	30.86228519383364
CHEMBL1222251	CHEMBL1222251	Compound	CHEMBL1222251 - Compound	23.807300677703623	6.261728441276719	25.003915795541552
D020179	Jet Lag Syndrome	Symptom	Jet Lag Syndrome - Symptom	22.906309860827502	10.207673654670263	42.041042206066784
C1527407	Eosinophilic pneumonia	SideEffect	Eosinophilic pneumonia - SideEffect	-42.786993497269904	16.09052242154889	11.170484247516711
DB00195	Betaxolol	Compound	Betaxolol - Compound	22.484905121445497	17.613587635152335	44.92202557981752
DOID:5467	conjunctival cancer	Disease	conjunctival cancer - Disease	42.920966915396725	-25.055607897020582	-10.463702027736947
DOID:11832	visual epilepsy	Disease	visual epilepsy - Disease	28.442023437551825	-0.03854031026263912	-28.513173164333214
DOID:11714	gestational diabetes	Disease	gestational diabetes - Disease	25.57679624420526	0.2154041354700559	-9.573296524640035
C0026961	Mydriasis	SideEffect	Mydriasis - SideEffect	-62.373192375871575	-18.655477999630865	42.73986220778864
DOID:11572	Listeria meningitis	Disease	Listeria meningitis - Disease	42.42453322355039	1.8609937789728215	-25.352495218255015
C0024137	Cutaneous lupus erythematosus	SideEffect	Cutaneous lupus erythematosus - SideEffect	-42.282255451273805	16.1897478762969	35.866493908566426
DOID:0060473	Kabuki syndrome	Disease	Kabuki syndrome - Disease	2.382936103786369	-21.406325733693496	-32.97390762218287
DOID:724	female stress incontinence	Disease	female stress incontinence - Disease	-11.11645884962068	2.880361199840718	-27.90049633052798
C0034152	Henoch-Schonlein purpura	SideEffect	Henoch-Schonlein purpura - SideEffect	-69.42887509843185	-25.615417647149314	39.00051574419037
DB08860	Pitavastatin	Compound	Pitavastatin - Compound	42.96421747778728	13.019560031093773	13.055911815043984
C0034150	Purpura	SideEffect	Purpura - SideEffect	-54.30546665731043	20.0243699600833	41.43988148371632
DOID:6873	skin tag	Disease	skin tag - Disease	-3.1865476622048385	-21.699251036690008	-27.328627853052954
DOID:1279	ocular motility disease	Disease	ocular motility disease - Disease	30.02999289927817	14.706831915297572	-33.99143781221234
DOID:0060320	inguinal hernia	Disease	inguinal hernia - Disease	26.205428223781173	-28.69320835848082	-5.240879485734998
DOID:0110411	retinitis pigmentosa 60	Disease	retinitis pigmentosa 60 - Disease	-5.643274784501855	10.561622712291545	-9.360831856434128
DB08797	Salicylamide	Compound	Salicylamide - Compound	18.80436644467316	24.63553279611398	14.001630187141968
C0338831	Mania	SideEffect	Mania - SideEffect	-66.37758936921085	-4.055328266012377	36.449945550297265
DOID:0090091	hypogonadotropic hypogonadism 23 with or without anosmia	Disease	hypogonadotropic hypogonadism 23 with or without anosmia - Disease	-12.754673878318474	-53.168941813480515	-14.339438879582177
DOID:10242	ehrlichiosis	Disease	ehrlichiosis - Disease	55.26168614818904	5.3607044463461415	-21.973636877709936
DOID:146	papilledema	Disease	papilledema - Disease	35.41942335189914	12.525054247412417	-24.485381427299952
DB06823	Tiopronin	Compound	Tiopronin - Compound	28.927680402309935	19.780476410429635	27.534197771820658
DOID:2786	cerebellar disease	Disease	cerebellar disease - Disease	33.732962732813114	-9.201297796361407	-36.53708261175218
DB00223	Diflorasone	Compound	Diflorasone - Compound	28.128512404319515	-10.891558093683328	29.38529365117118
DOID:0060461	chromosome Xp11.23-p11.22 duplication syndrome	Disease	chromosome Xp11.23-p11.22 duplication syndrome - Disease	-16.909096431842165	-18.791163288579476	-42.959384291610675
DOID:3763	hermaphroditism	Disease	hermaphroditism - Disease	26.505448208417448	-28.689138229381648	-16.199564017589886
DOID:8826	colon carcinoma in situ	Disease	colon carcinoma in situ - Disease	7.726207790634544	-26.797545504271316	-4.063617534279255
DOID:4645	retinal cancer	Disease	retinal cancer - Disease	32.42436324643274	13.41097687511949	-21.107149081431857
DB00303	Ertapenem	Compound	Ertapenem - Compound	36.061625851094796	64.17535661133113	32.80582281920559
DB11148	Butamben	Compound	Butamben - Compound	16.670557937161412	25.900599340634233	29.03124997083115
DB01435	Antipyrine	Compound	Antipyrine - Compound	16.79633509853938	24.128639182229502	13.13917474637636
C0007787	Transient ischaemic attack	SideEffect	Transient ischaemic attack - SideEffect	-52.78813892117903	3.710294822731683	18.199671250334557
DOID:2987	familial Mediterranean fever	Disease	familial Mediterranean fever - Disease	43.26601588930483	-8.09884217481651	-11.79790874571422
DOID:2475	chronic conjunctivitis	Disease	chronic conjunctivitis - Disease	-10.787942274499471	-9.139461110215711	-2.931726329950033
DOID:10439	Mooren's ulcer	Disease	Mooren's ulcer - Disease	-11.656834793122163	-13.808927603384678	-17.149111329750063
DOID:9063	Ritter's disease	Disease	Ritter's disease - Disease	57.21863281798137	-24.68233977525253	-7.851246119430804
C0341503	Peritonitis bacterial	SideEffect	Peritonitis bacterial - SideEffect	-50.18494664660747	43.53198122938888	29.090650784745254
DB00211	Midodrine	Compound	Midodrine - Compound	22.010846209531014	16.018872485873977	43.57655438092608
C0040425	Tonsillitis	SideEffect	Tonsillitis - SideEffect	-60.92107116139367	9.003865393312681	24.87519336878566
C0011053	Deafness	SideEffect	Deafness - SideEffect	-54.60376211414505	26.511654047503356	20.514452735089495
C0026769	Multiple sclerosis	SideEffect	Multiple sclerosis - SideEffect	-60.07704052785381	35.27974593115705	13.826025610414451
DOID:4928	intrahepatic cholangiocarcinoma	Disease	intrahepatic cholangiocarcinoma - Disease	23.85896050705468	-14.490646583047875	4.726540191923123
DOID:227	ankylosis	Disease	ankylosis - Disease	46.95455850214063	-18.77178938380162	-35.797553111453404
DOID:4159	skin cancer	Disease	skin cancer - Disease	41.075984374759	-29.154393226243627	-5.257858825851213
DOID:0050569	Seckel syndrome	Disease	Seckel syndrome - Disease	-10.727743573803195	-39.38136200241647	-56.353939615239526
DB00831	Trifluoperazine	Compound	Trifluoperazine - Compound	11.13985586949919	32.87496890891661	42.810395710630445
D013651	Taste Disorders	Symptom	Taste Disorders - Symptom	48.01900767883841	-20.149905606904234	-20.137501658876648
C3257803	Tearing eyes	SideEffect	Tearing eyes - SideEffect	-39.068412081604876	-5.671089953718667	32.31009954901693
DOID:0110378	retinitis pigmentosa 29	Disease	retinitis pigmentosa 29 - Disease	-7.07738337048189	14.223839920138431	-11.477045658466668
DOID:0050747	lymphoplasmacytic lymphoma	Disease	lymphoplasmacytic lymphoma - Disease	37.59927623157664	-9.45093114683385	5.375156252366341
DOID:5501	Pediculus humanus capitis infestation	Disease	Pediculus humanus capitis infestation - Disease	63.487256231206736	-20.41873837184448	3.924245242576211
DB00401	Nisoldipine	Compound	Nisoldipine - Compound	24.656620215129188	12.90213539080922	49.44923978951921
DOID:10443	hypopyon	Disease	hypopyon - Disease	-19.48546002482717	-6.751502626873219	-22.19688980136158
DOID:13580	cholestasis	Disease	cholestasis - Disease	22.87781675861385	-12.832772011001524	4.7195950869828005
DOID:0060549	Barber-Say syndrome	Disease	Barber-Say syndrome - Disease	-7.9703377499073484	-18.346162028629003	-44.37440803114586
DB01563	Chloral hydrate	Compound	Chloral hydrate - Compound	8.879127070426074	27.816648694013622	34.67570846784132
C0085083	Ovarian hyperstimulation syndrome	SideEffect	Ovarian hyperstimulation syndrome - SideEffect	-48.04502224546683	20.167689897744765	42.20186534543916
DOID:0110583	autosomal dominant nonsyndromic deafness 59	Disease	autosomal dominant nonsyndromic deafness 59 - Disease	-89.94510127029251	-36.50412806411518	-5.112292424374902
C0042790	Disorder sight	SideEffect	Disorder sight - SideEffect	-45.0283444919868	30.39311485381877	36.89435521505707
C0036220	Kaposi's sarcoma	SideEffect	Kaposi's sarcoma - SideEffect	-63.71478444733317	18.35791480004965	10.208328790396468
DOID:633	myositis	Disease	myositis - Disease	52.804142780001804	-13.628029447579431	-29.81800302396561
DOID:0060802	syndromic X-linked intellectual disability Snyder type	Disease	syndromic X-linked intellectual disability Snyder type - Disease	2.334441386466808	-6.2477575597632296	-40.320568072588955
DOID:8702	cheek mucosa cancer	Disease	cheek mucosa cancer - Disease	-11.876919105485115	-39.26130575666993	-13.831789245441621
DOID:0110413	retinitis pigmentosa 6	Disease	retinitis pigmentosa 6 - Disease	-5.958485976390485	15.68192907681367	-10.646010078713799
DOID:0110542	autosomal dominant nonsyndromic deafness 10	Disease	autosomal dominant nonsyndromic deafness 10 - Disease	-90.90752674739045	-41.164510091406314	-5.539695282639209
DOID:0060410	chromosome 1p36 deletion syndrome	Disease	chromosome 1p36 deletion syndrome - Disease	-15.618585501237085	-27.631367701342807	-37.45265774342616
DOID:7426	cutaneous anthrax	Disease	cutaneous anthrax - Disease	58.195511799880634	3.6162442932968557	-24.860737263590927
DOID:0080067	Charcot-Marie-Tooth disease type 5	Disease	Charcot-Marie-Tooth disease type 5 - Disease	47.85113021931184	-1.6880590116098515	-46.50141711675185
DOID:12197	punctate epithelial keratoconjunctivitis	Disease	punctate epithelial keratoconjunctivitis - Disease	61.47740158510848	11.61018813637645	-19.961082321208053
C0031350	Pharyngitis	SideEffect	Pharyngitis - SideEffect	-26.428587913390263	15.250775408145302	38.202001052239694
