node	node_name	node_type
DOID:7875	adult xanthogranuloma	Disease
8507	ENC1	Gene
C0042165	Anterior uveitis	SideEffect
7366	UGT2B15	Gene
DOID:0060230	basal ganglia calcification	Disease
CHEMBL113051	CHEMBL113051	Compound
388566	ZNF470	Gene
81544	GDPD5	Gene
2831	NPBWR1	Gene
9880	ZBTB39	Gene
391191	OR2AK2	Gene
DB01410	Ciclesonide	Compound
DOID:3908	non-small cell lung carcinoma	Disease
DOID:0050542	Charcot-Marie-Tooth disease type X	Disease
CHEMBL607707	CHEMBL607707	Compound
DB00523	Alitretinoin	Compound
C3665795	Microembolism	SideEffect
N0000175850	Melanin Synthesis Inhibitors	PharmacologicClass
DOID:3572	intracranial sinus thrombosis	Disease
CHEMBL428676	CHEMBL428676	Compound
1281	COL3A1	Gene
DOID:2842	Jervell-Lange Nielsen syndrome	Disease
51513	ETV7	Gene
257218	SHPRH	Gene
10744	PTTG2	Gene
N0000000202	beta Lactamase Inhibitors	PharmacologicClass
C0028259	Nodule	SideEffect
53635	PTOV1	Gene
N0000008577	Decreased DNA Replication	PharmacologicClass
79575	ABHD8	Gene
3346	HTN1	Gene
CHEMBL3833331	CHEMBL3833331	Compound
CHEMBL3545422	CHEMBL3545422	Compound
51181	DCXR	Gene
DOID:0110454	dilated cardiomyopathy 1S	Disease
C0023449	Acute lymphocytic leukaemia	SideEffect
1339	COX6A2	Gene
DOID:11684	melanoacanthoma	Disease
79929	MAP6D1	Gene
CHEMBL1201568	CHEMBL1201568	Compound
GO:0016772	transferase activity, transferring phosphorus-containing groups	MolecularFunction
3440	IFNA2	Gene
85439	STON2	Gene
28232	SLCO3A1	Gene
23371	TNS2	Gene
22999	RIMS1	Gene
6402	SELL	Gene
7373	COL14A1	Gene
CHEMBL217899	CHEMBL217899	Compound
DOID:566	labyrinthine dysfunction	Disease
CHEBI:48676	fibrin modulating drug	PharmacologicClass
C0020626	Hypoparathyroidism	SideEffect
57102	C12orf4	Gene
N0000175721	Nonsteroidal Anti-inflammatory Compounds	PharmacologicClass
DOID:14766	renal agenesis	Disease
9703	KIAA0100	Gene
23366	KIAA0895	Gene
54522	ANKRD16	Gene
CHEMBL1534525	CHEMBL1534525	Compound
131	ADH7	Gene
C0032231	Pleurisy	SideEffect
DOID:8002	supraglottis neoplasm	Disease
DOID:5998	microglandular adenosis	Disease
23505	TMEM131	Gene
DB06705	Gadofosveset trisodium	Compound
DOID:4960	bone marrow cancer	Disease
DOID:10791	frontal sinusitis	Disease
391	RHOG	Gene
DOID:1737	duodenal benign neoplasm	Disease
147920	IGFL2	Gene
DB00150	L-Tryptophan	Compound
D008580	Meningism	Symptom
390110	ACCSL	Gene
7204	TRIO	Gene
344905	ATP13A5	Gene
2248	FGF3	Gene
10181	RBM5	Gene
134285	TMEM171	Gene
29929	ALG6	Gene
CHEMBL3301577	CHEMBL3301577	Compound
79858	NEK11	Gene
DOID:3017	breast sarcoma	Disease
DOID:0110168	Charcot-Marie-Tooth disease type 2Y	Disease
389073	C2orf80	Gene
158405	KIAA1958	Gene
GO:0006984	ER-nucleus signaling pathway	BiologicalProcess
DOID:4658	benign mastocytoma	Disease
C0151544	Gastrointestinal carcinoma	SideEffect
DOID:4627	ideomotor apraxia	Disease
DOID:0110559	autosomal dominant nonsyndromic deafness 2B	Disease
C0015934	Microsomia	SideEffect
653	BMP5	Gene
23451	SF3B1	Gene
DOID:13446	basilar artery occlusion	Disease
DOID:7518	inhibited female orgasm	Disease
DOID:0060345	bacillary angiomatosis	Disease
DOID:11243	anemia of prematurity	Disease
DOID:0050928	ovarian melanoma	Disease
CHEMBL151763	CHEMBL151763	Compound
DOID:0110801	hereditary spastic paraplegia 49	Disease
23468	CBX5	Gene
P25786	PSA1_HUMAN	Protein
114926	SMIM19	Gene
6695	SPOCK1	Gene
4802	NFYC	Gene
4007	PRICKLE3	Gene
25849	PARM1	Gene
84034	EMILIN2	Gene
154075	SAMD3	Gene
DOID:418	systemic scleroderma	Disease
CHEMBL431770	CHEMBL431770	Compound
Q9Y463	DYR1B_HUMAN	Protein
C0232461	Increased appetite	SideEffect
C0392525	Nephrolithiasis	SideEffect
N0000007909	Psoralens	PharmacologicClass
DOID:0080039	axial osteomalacia	Disease
DOID:0080105	microcephaly and chorioretinopathy 1	Disease
7430	EZR	Gene
GO:0016922	nuclear receptor binding	MolecularFunction
CHEMBL14053	CHEMBL14053	Compound
D002614	Chelating Agents	PharmacologicClass
CHEMBL2108589	CHEMBL2108589	Compound
P14207	FOLR2_HUMAN	Protein
284390	ZNF763	Gene
518	ATP5MC3	Gene
126205	NLRP8	Gene
DOID:8781	rubella	Disease
DOID:0110245	cataract 38	Disease
CHEMBL1200830	CHEMBL1200830	Compound
DOID:341	peripheral vascular disease	Disease
197322	ACSF3	Gene
DOID:5268	myxoid leiomyosarcoma	Disease
DOID:8292	atypical follicular adenoma	Disease
95681	CEP41	Gene
26151	NAT9	Gene
2125	EVPL	Gene
DOID:14111	median rhomboid glossitis	Disease
C0017572	Gingival recession	SideEffect
D055682	Viscoelastic Substances	PharmacologicClass
64419	MTMR14	Gene
53407	STX18	Gene
80243	PREX2	Gene
347853	TBX10	Gene
90417	KNSTRN	Gene
Q13470	TNK1_HUMAN	Protein
DOID:0060638	neonatal diabetes mellitus with congenital hypothyroidism	Disease
9087	TMSB4Y	Gene
DOID:687	hepatoblastoma	Disease
DB00181	Baclofen	Compound
DOID:13918	somatization disorder	Disease
C0085166	Vaginitis bacterial	SideEffect
2967	GTF2H3	Gene
23438	HARS2	Gene
85417	CCNB3	Gene
126433	FBXO27	Gene
225	ABCD2	Gene
388015	RTL1	Gene
CHEBI:35522	beta-adrenergic agonist	PharmacologicClass
DOID:4483	rhinitis	Disease
DB01215	Estazolam	Compound
346525	OR2A12	Gene
80133	MROH9	Gene
79814	AGMAT	Gene
DB00715	Paroxetine	Compound
DOID:3904	bronchus carcinoma	Disease
27283	TINAG	Gene
DOID:4418	cutaneous fibrous histiocytoma	Disease
84953	MICALCL	Gene
308	ANXA5	Gene
CHEMBL3188993	CHEMBL3188993	Compound
CHEMBL1562223	CHEMBL1562223	Compound
11072	DUSP14	Gene
C0017551	Gilbert's syndrome	SideEffect
D009437	Neuralgia	Symptom
DOID:11049	meconium aspiration syndrome	Disease
91833	WDR20	Gene
3619	INCENP	Gene
259308	FAM205A	Gene
N0000175563	Aromatase Inhibitor	PharmacologicClass
23155	CLCC1	Gene
C0553723	Squamous cell carcinoma of skin	SideEffect
DB09291	Rolapitant	Compound
C0026821	Cramp muscle	SideEffect
7368	UGT8	Gene
D010592	Pharmaceutic Aids	PharmacologicClass
27201	GPR78	Gene
DOID:8557	oropharynx cancer	Disease
DOID:2691	myoma	Disease
DOID:1100	ovarian disease	Disease
CHEMBL599872	CHEMBL599872	Compound
DB11106	Pamabrom	Compound
258	AMBN	Gene
59341	TRPV4	Gene
441282	AKR1B15	Gene
119504	ANAPC16	Gene
DOID:0040084	Streptococcus pneumonia	Disease
N0000182961	Phosphodiesterase 4 Inhibitor	PharmacologicClass
C0024228	Lymphatic disorder	SideEffect
57119	EPPIN	Gene
UBERON:0001690	ear	Anatomy
7472	WNT2	Gene
DOID:0080326	familial hypertrophic cardiomyopathy	Disease
DB06768	Ammonium lactate	Compound
56144	PCDHA4	Gene
64080	RBKS	Gene
DB01125	Anisindione	Compound
312	ANXA13	Gene
DOID:2346	monoclonal paraproteinemia	Disease
56172	ANKH	Gene
540	ATP7B	Gene
N0000175566	Calcium Channel Blocker	PharmacologicClass
DOID:1392	pseudopapilledema	Disease
57511	COG6	Gene
CHEMBL76232	CHEMBL76232	Compound
DOID:12642	hiatus hernia	Disease
283248	RCOR2	Gene
GO:0051052	regulation of DNA metabolic process	BiologicalProcess
6526	SLC5A3	Gene
C0155388	External ear disorder	SideEffect
P25103	NK1R_HUMAN	Protein
2323	FLT3LG	Gene
11130	ZWINT	Gene
DOID:4205	cerebellum cancer	Disease
9453	GGPS1	Gene
CHEMBL1201586	CHEMBL1201586	Compound
N0000175632	Decreased Fibrinolysis	PharmacologicClass
55207	ARL8B	Gene
5126	PCSK2	Gene
23464	GCAT	Gene
3480	IGF1R	Gene
DOID:9788	myositis fibrosa	Disease
55116	TMEM39B	Gene
DB06800	Methylnaltrexone	Compound
1750	DLX6	Gene
10383	TUBB4B	Gene
2847	MCHR1	Gene
495	ATP4A	Gene
3274	HRH2	Gene
D010120	Oxytocics	PharmacologicClass
CHEMBL1200495	CHEMBL1200495	Compound
54813	KLHL28	Gene
CHEMBL2109629	CHEMBL2109629	Compound
DOID:0110078	Leber congenital amaurosis 1	Disease
N0000175967	Thrombopoietin Receptor Interactions	PharmacologicClass
55634	KRBOX4	Gene
UBERON:0000948	heart	Anatomy
P29597	TYK2_HUMAN	Protein
132884	EVC2	Gene
CHEMBL2364638	CHEMBL2364638	Compound
CHEMBL406117	CHEMBL406117	Compound
CHEMBL3039537	CHEMBL3039537	Compound
11158	RABL2B	Gene
C1262113	Lipohypertrophy	SideEffect
D002317	Cardiovascular Agents	PharmacologicClass
C0162296	Polyarthralgia	SideEffect
4051	CYP4F3	Gene
92104	TTC30A	Gene
C0162830	Photosensitivity reaction	SideEffect
CHEBI:33286	agrochemical	PharmacologicClass
286380	FOXD4L3	Gene
CHEMBL1199307	CHEMBL1199307	Compound
DOID:0060078	progesterone-receptor negative breast cancer	Disease
202052	DNAJC18	Gene
159963	SLC5A12	Gene
CHEMBL1230065	CHEMBL1230065	Compound
9657	IQCB1	Gene
N0000175508	Lipopeptides	PharmacologicClass
P51580	TPMT_HUMAN	Protein
DOID:0110666	congenital myasthenic syndrome 3A	Disease
26275	HIBCH	Gene
Q13627	DYR1A_HUMAN	Protein
5731	PTGER1	Gene
C0007222	Cardiovascular disorder	SideEffect
54884	RETSAT	Gene
64854	USP46	Gene
6923	ELOB	Gene
CHEMBL2219773	CHEMBL2219773	Compound
7769	ZNF226	Gene
DOID:0060868	leukoencephalopathy with vanishing white matter	Disease
CHEMBL2109680	CHEMBL2109680	Compound
85456	TNKS1BP1	Gene
100506922	LOC100506922	Gene
94031	HTRA3	Gene
51691	LSM8	Gene
DB00889	Granisetron	Compound
56648	EIF5A2	Gene
GO:0016485	protein processing	BiologicalProcess
DOID:11503	diabetic autonomic neuropathy	Disease
DOID:2942	bronchiolitis	Disease
151313	FAHD2B	Gene
441639	OR9K2	Gene
C0521491	Application site pain	SideEffect
100131801	PET100	Gene
DOID:0060032	autoimmune disease of musculoskeletal system	Disease
79339	OR51B4	Gene
DOID:0110300	autosomal dominant limb-girdle muscular dystrophy type 1A	Disease
C0035304	Retinal degeneration	SideEffect
N0000175799	Dopamine D2 Antagonists	PharmacologicClass
6950	TCP1	Gene
DOID:6293	central nervous system lipoma	Disease
UBERON:0000949	endocrine system	Anatomy
153745	FAM71B	Gene
DOID:3579	testicular gonadoblastoma	Disease
9820	CUL7	Gene
138805	OR13F1	Gene
8269	TMEM187	Gene
CHEMBL1963249	CHEMBL1963249	Compound
11138	TBC1D8	Gene
84648	LCE3D	Gene
DOID:13689	prostate calculus	Disease
DOID:0070123	congenital nongoitrous hypothyroidism 4	Disease
GO:0006468	protein phosphorylation	BiologicalProcess
DOID:0060215	Balo concentric sclerosis	Disease
6361	CCL17	Gene
50619	DEF6	Gene
DOID:10459	common cold	Disease
CHEMBL316561	CHEMBL316561	Compound
CHEMBL460702	CHEMBL460702	Compound
CHEMBL1200782	CHEMBL1200782	Compound
23400	ATP13A2	Gene
C0542203	Water retention	SideEffect
50512	PODXL2	Gene
2987	GUK1	Gene
DB04930	Permethrin	Compound
D005100	Expectorants	PharmacologicClass
DOID:0090053	episodic kinesigenic dyskinesia 1	Disease
283742	FAM98B	Gene
84268	RPAIN	Gene
DOID:11400	pyelonephritis	Disease
DOID:0060774	congenital diarrhea	Disease
CHEMBL2206196	CHEMBL2206196	Compound
DOID:12662	paracoccidioidomycosis	Disease
N0000186106	Noncompetitive AMPA Glutamate Receptor Antagonist	PharmacologicClass
DOID:9562	primary ciliary dyskinesia	Disease
83451	ABHD11	Gene
6757	SSX2	Gene
DB00789	Gadopentetate dimeglumine	Compound
4225	MEP1B	Gene
2906	GRIN2D	Gene
394263	MUC21	Gene
729447	GAGE2A	Gene
340348	TSPAN33	Gene
132612	ADAD1	Gene
6405	SEMA3F	Gene
CHEMBL1477	CHEMBL1477	Compound
284443	ZNF493	Gene
CHEBI:77608	loop diuretic	PharmacologicClass
10527	IPO7	Gene
C0242184	Hypoxia	SideEffect
CHEBI:37956	histamine antagonist	PharmacologicClass
CHEMBL1201728	CHEMBL1201728	Compound
DB01047	Fluocinonide	Compound
344838	PAQR9	Gene
253512	SLC25A30	Gene
4665	NAB2	Gene
3906	LALBA	Gene
55174	INTS10	Gene
D065105	Aromatic Amino Acid Decarboxylase Inhibitors	PharmacologicClass
157574	FBXO16	Gene
10204	NUTF2	Gene
DOID:12697	locked-in syndrome	Disease
DOID:5155	multiple mucosal neuroma	Disease
C0018790	Cardiac arrest	SideEffect
DOID:582	hemoglobinuria	Disease
9584	RBM39	Gene
DOID:10525	double pterygium	Disease
Q9Y5Y6	ST14_HUMAN	Protein
4693	NDP	Gene
DOID:0050763	ARC syndrome	Disease
51201	ZDHHC2	Gene
51438	MAGEC2	Gene
3010	HIST1H1T	Gene
C0947912	Myasthenia	SideEffect
D046608	Synkinesis	Symptom
DOID:3611	acute retinal necrosis syndrome	Disease
CHEMBL3681419	CHEMBL3681419	Compound
64064	OXCT2	Gene
6705	SPRR2F	Gene
C0239571	Foetor hepaticus	SideEffect
10053	AP1M2	Gene
Q92753	RORB_HUMAN	Protein
DOID:1509	avoidant personality disorder	Disease
504180	DEFB105B	Gene
80270	HSD3B7	Gene
7341	SUMO1	Gene
DOID:0110653	long QT syndrome 12	Disease
256435	ST6GALNAC3	Gene
51480	VCX2	Gene
DB00647	Dextropropoxyphene	Compound
6752	SSTR2	Gene
89801	PPP1R3F	Gene
9757	KMT2B	Gene
DOID:0110205	Charcot-Marie-Tooth disease dominant intermediate E	Disease
1412	CRYBA2	Gene
23258	DENND5A	Gene
DOID:2626	choroid plexus papilloma	Disease
C0392618	Postoperative infection	SideEffect
DOID:14482	herpes gestationis	Disease
DOID:6114	cerebral convexity meningioma	Disease
C0030252	Palpitations	SideEffect
51063	CALHM2	Gene
DOID:0110479	autosomal recessive nonsyndromic deafness 21	Disease
343413	FCRL6	Gene
114800	CCDC85A	Gene
6238	RRBP1	Gene
23643	LY96	Gene
C0235030	Neurologic reaction	SideEffect
DOID:10972	salpingo-oophoritis	Disease
7941	PLA2G7	Gene
23207	PLEKHM2	Gene
285955	SPDYE1	Gene
DOID:0050354	infant botulism	Disease
DOID:11888	schwannoma of ureter	Disease
CHEMBL1213165	CHEMBL1213165	Compound
D019167	Appetite Stimulants	PharmacologicClass
9099	USP2	Gene
CHEMBL73822	CHEMBL73822	Compound
4589	MUC7	Gene
126374	WTIP	Gene
9130	FAM50A	Gene
928	CD9	Gene
10180	RBM6	Gene
O43293	DAPK3_HUMAN	Protein
DOID:4853	pilocytic astrocytoma of cerebellum	Disease
CHEMBL2107614	CHEMBL2107614	Compound
DOID:5048	posterior pituitary gland neoplasm	Disease
DOID:9631	Pelger-Huet anomaly	Disease
N0000175900	Renin Inhibitor	PharmacologicClass
CHEMBL1201115	CHEMBL1201115	Compound
9778	KIAA0232	Gene
401666	OR51A4	Gene
GO:0070161	anchoring junction	CellularComponent
78996	CYREN	Gene
340547	VSIG1	Gene
389072	PLEKHM3	Gene
6281	S100A10	Gene
1188	CLCNKB	Gene
DOID:3507	dermatofibrosarcoma protuberans	Disease
C2004521	Anaemia vitamin B12 deficiency	SideEffect
O60285	NUAK1_HUMAN	Protein
CHEBI:52726	proteasome inhibitor	PharmacologicClass
DB01255	Lisdexamfetamine	Compound
84691	FAM71F1	Gene
115123	MARCH3	Gene
DB00945	Acetylsalicylic acid	Compound
CHEMBL2108723	CHEMBL2108723	Compound
P21709	EPHA1_HUMAN	Protein
9133	CCNB2	Gene
DOID:0060293	autosomal dominant chondrodysplasia punctata	Disease
56904	SH3GLB2	Gene
N0000008253	Boron Compounds	PharmacologicClass
DB00286	Conjugated Estrogens	Compound
DB01021	Trichlormethiazide	Compound
CHEMBL3545217	CHEMBL3545217	Compound
2353	FOS	Gene
GO:0051047	positive regulation of secretion	BiologicalProcess
P14780	MMP9_HUMAN	Protein
84726	PRRC2B	Gene
DB00883	Isosorbide Dinitrate	Compound
DB00576	Sulfamethizole	Compound
CHEMBL425618	CHEMBL425618	Compound
54848	ARHGEF38	Gene
55284	UBE2W	Gene
10231	RCAN2	Gene
84245	MRI1	Gene
5320	PLA2G2A	Gene
DOID:14702	branchiootorenal syndrome	Disease
C0020579	Hypervitaminosis A	SideEffect
341883	LRRC9	Gene
GO:0042471	ear morphogenesis	BiologicalProcess
126295	ZNF57	Gene
257106	ARHGAP30	Gene
51301	GCNT4	Gene
DOID:12098	trigeminal neuralgia	Disease
5162	PDHB	Gene
UBERON:0000922	embryo	Anatomy
C0004093	Asthenia	SideEffect
DB00503	Ritonavir	Compound
79723	SUV39H2	Gene
5496	PPM1G	Gene
CHEMBL3545097	CHEMBL3545097	Compound
1198	CLK3	Gene
3097	HIVEP2	Gene
Q16850	CP51A_HUMAN	Protein
UBERON:0011252	scent gland	Anatomy
DOID:0111158	SADDAN	Disease
C1305875	Fibroadenosis of breast	SideEffect
DB09073	Palbociclib	Compound
CHEMBL1241855	CHEMBL1241855	Compound
DB00290	Bleomycin	Compound
5337	PLD1	Gene
404093	CUEDC1	Gene
Q13258	PD2R_HUMAN	Protein
10495	ENOX2	Gene
56983	POGLUT1	Gene
DOID:13574	cortical senile cataract	Disease
DOID:12750	cyclosporiasis	Disease
256309	CCDC110	Gene
CHEMBL369475	CHEMBL369475	Compound
94027	CGB7	Gene
DOID:8596	scarlet fever	Disease
CHEMBL1497	CHEMBL1497	Compound
DOID:3079	juvenile astrocytoma	Disease
7553	ZNF7	Gene
23428	SLC7A8	Gene
CHEMBL74318	CHEMBL74318	Compound
P42681	TXK_HUMAN	Protein
CHEMBL2360079	CHEMBL2360079	Compound
C0085639	Fall	SideEffect
DOID:2394	ovarian cancer	Disease
DOID:12123	postinflammatory pulmonary fibrosis	Disease
CHEMBL2108305	CHEMBL2108305	Compound
DOID:4848	cerebellar astrocytoma	Disease
DOID:8633	chronic intestinal vascular insufficiency	Disease
DOID:8454	ariboflavinosis	Disease
56994	CHPT1	Gene
P21731	TA2R_HUMAN	Protein
84557	MAP1LC3A	Gene
118460	EXOSC6	Gene
GO:0098797	plasma membrane protein complex	CellularComponent
7423	VEGFB	Gene
79017	GGCT	Gene
55683	KANSL3	Gene
PC7_1563	Adaptive Immune System	Pathway
57731	SPTBN4	Gene
1101	CHAD	Gene
C0042998	Vulvovaginitis	SideEffect
Q9Y5S8	NOX1_HUMAN	Protein
154865	IQUB	Gene
DB00797	Tolazoline	Compound
145946	SPATA8	Gene
C0014804	Erythromelalgia	SideEffect
79621	RNASEH2B	Gene
3445	IFNA8	Gene
D015845	Tonic Pupil	Symptom
CHEMBL1200323	CHEMBL1200323	Compound
DOID:0050745	diffuse large B-cell lymphoma	Disease
1572	CYP2F1	Gene
284525	SLC9C2	Gene
9231	DLG5	Gene
79134	TMEM185B	Gene
23236	PLCB1	Gene
56977	STOX2	Gene
DOID:0110516	autosomal recessive nonsyndromic deafness 65	Disease
DOID:12177	common variable immunodeficiency	Disease
84689	MS4A14	Gene
C0011253	Delusion	SideEffect
DOID:6872	spinal cord primitive neuroectodermal neoplasm	Disease
57801	HES4	Gene
402055	SRRD	Gene
84461	NEURL4	Gene
Q9C098	DCLK3_HUMAN	Protein
6894	TARBP1	Gene
P07948	LYN_HUMAN	Protein
7477	WNT7B	Gene
27342	RABGEF1	Gene
DOID:11155	hypohidrosis	Disease
CHEMBL1371770	CHEMBL1371770	Compound
DOID:0090076	hypogonadotropic hypogonadism 18 with or without anosmia	Disease
DOID:11746	parametrium malignant neoplasm	Disease
C0155626	Acute myocardial infarction	SideEffect
219981	OR5A2	Gene
DOID:0110775	hereditary spastic paraplegia 24	Disease
2224	FDPS	Gene
C1318520	Vasculitis necrotising	SideEffect
55531	ELMOD1	Gene
160428	ALDH1L2	Gene
29801	ZDHHC8	Gene
DB00333	Methadone	Compound
DOID:14679	VACTERL association	Disease
DOID:1835	mononeuritis multiplex	Disease
CHEMBL2109381	CHEMBL2109381	Compound
UBERON:0001224	renal pelvis	Anatomy
DB00369	Cidofovir	Compound
PC7_4781	Interleukin-6 signaling	Pathway
CHEMBL1201719	CHEMBL1201719	Compound
DOID:2050	acute maxillary sinusitis	Disease
CHEMBL3183117	CHEMBL3183117	Compound
2177	FANCD2	Gene
GO:0019900	kinase binding	MolecularFunction
CHEMBL3039583	CHEMBL3039583	Compound
DOID:9317	lymphangitis	Disease
8454	CUL1	Gene
219464	OR5T2	Gene
57132	CHMP1B	Gene
5711	PSMD5	Gene
2798	GNRHR	Gene
DOID:13381	pernicious anemia	Disease
C0016053	Fibromyalgia	SideEffect
P20618	PSB1_HUMAN	Protein
146542	ZNF688	Gene
DOID:0050625	biliary tract benign neoplasm	Disease
9120	SLC16A6	Gene
5777	PTPN6	Gene
219595	FOLH1B	Gene
DOID:9720	vitreous disease	Disease
10488	CREB3	Gene
54978	SLC35F6	Gene
147949	ZNF583	Gene
5931	RBBP7	Gene
103	ADAR	Gene
23142	DCUN1D4	Gene
GO:0098794	postsynapse	CellularComponent
57478	USP31	Gene
C0342257	Diabetic complication	SideEffect
CHEMBL3545395	CHEMBL3545395	Compound
79033	ERI3	Gene
51744	CD244	Gene
DOID:9097	erythematosquamous dermatosis	Disease
D004408	Dysgeusia	Symptom
DOID:9476	Sheehan syndrome	Disease
161753	ODF3L1	Gene
10608	MXD4	Gene
DOID:0090071	hypogonadotropic hypogonadism 11 with or without anosmia	Disease
CHEMBL3039522	CHEMBL3039522	Compound
1777	DNASE2	Gene
1519	CTSO	Gene
CHEMBL119604	CHEMBL119604	Compound
10229	COQ7	Gene
C0239937	Microscopic hematuria	SideEffect
DOID:0050253	mesocestoidiasis	Disease
DOID:4765	pulmonary blastoma	Disease
253012	HEPACAM2	Gene
8995	TNFSF18	Gene
54851	ANKRD49	Gene
CHEBI:51121	fluorescent dye	PharmacologicClass
23357	ANGEL1	Gene
84688	C9orf24	Gene
N0000175557	Aldosterone Antagonist	PharmacologicClass
CHEMBL2108569	CHEMBL2108569	Compound
CHEMBL2107861	CHEMBL2107861	Compound
C0162285	Eyelid oedema	SideEffect
DOID:3307	teratoma	Disease
CHEBI:35471	psychotropic drug	PharmacologicClass
DOID:672	spleen cancer	Disease
10957	PNRC1	Gene
GO:0097202	activation of cysteine-type endopeptidase activity	BiologicalProcess
DOID:0080074	neural tube defect	Disease
CHEMBL1237068	CHEMBL1237068	Compound
445582	POTEE	Gene
P09848	LPH_HUMAN	Protein
DOID:3381	liposarcoma of bone	Disease
4043	LRPAP1	Gene
C0151578	Creatinine increased	SideEffect
D005157	Facial Pain	Symptom
670	BPHL	Gene
112802	KRT71	Gene
25823	TPSG1	Gene
PC7_4780	Interleukin-3, 5 and GM-CSF signaling	Pathway
23255	MTCL1	Gene
3226	HOXC10	Gene
C0040434	Tooth discolouration	SideEffect
DB03756	Doconexent	Compound
DB00465	Ketorolac	Compound
57282	SLC4A10	Gene
79092	CARD14	Gene
253639	ZNF620	Gene
DOID:294	lacrimal gland cancer	Disease
786	CACNG1	Gene
646658	SYNDIG1L	Gene
100132399	GAGE12D	Gene
UBERON:0002097	skin of body	Anatomy
CHEMBL1067	CHEMBL1067	Compound
346528	OR2A1	Gene
N0000175780	Amino Acid	PharmacologicClass
5780	PTPN9	Gene
2622	GAS8	Gene
D000076082	Travel-Related Illness	Symptom
DOID:11038	depersonalization disorder	Disease
5858	PZP	Gene
DOID:0110491	autosomal recessive nonsyndromic deafness 32	Disease
CHEMBL3580442	CHEMBL3580442	Compound
760	CA2	Gene
DOID:827	ureter tuberculosis	Disease
GO:0000375	RNA splicing, via transesterification reactions	BiologicalProcess
23414	ZFPM2	Gene
51316	PLAC8	Gene
CHEMBL1200477	CHEMBL1200477	Compound
8521	GCM1	Gene
DB08802	Isothipendyl	Compound
6653	SORL1	Gene
CHEMBL1201664	CHEMBL1201664	Compound
4818	NKG7	Gene
5098	PCDHGC3	Gene
22996	TTC39A	Gene
DOID:3081	cystic lymphangioma	Disease
D018682	GABA Agents	PharmacologicClass
C0042994	Vulval disorder	SideEffect
CHEMBL2402737	CHEMBL2402737	Compound
DOID:10435	purulent acute otitis media	Disease
55652	SLC48A1	Gene
CHEMBL3544988	CHEMBL3544988	Compound
DB06216	Asenapine	Compound
DOID:10538	gastric fundus cancer	Disease
DOID:6977	pancreatic cholera	Disease
8502	PKP4	Gene
UBERON:0005363	inferior vagus X ganglion	Anatomy
3895	KTN1	Gene
7461	CLIP2	Gene
645840	TXNRD3NB	Gene
DOID:4522	superior vena cava angiosarcoma	Disease
8929	PHOX2B	Gene
CHEBI:59163	biomarker	PharmacologicClass
11217	AKAP2	Gene
CHEMBL507361	CHEMBL507361	Compound
CHEBI:37955	H1-receptor antagonist	PharmacologicClass
51761	ATP8A2	Gene
DOID:5379	hemoglobin E disease	Disease
C0001339	Pancreatitis acute	SideEffect
55762	ZNF701	Gene
4255	MGMT	Gene
8224	SYN3	Gene
79830	ZMYM1	Gene
147965	FAM98C	Gene
GO:0001959	regulation of cytokine-mediated signaling pathway	BiologicalProcess
54815	GATAD2A	Gene
55800	SCN3B	Gene
128977	C22orf39	Gene
P07550	ADRB2_HUMAN	Protein
55764	IFT122	Gene
27039	PKD2L2	Gene
26538	OR10H2	Gene
DOID:0050598	extrapulmonary tuberculosis	Disease
57519	STARD9	Gene
57693	ZNF317	Gene
Q9Y2D0	CAH5B_HUMAN	Protein
5832	ALDH18A1	Gene
C0271412	Ear haemorrhage	SideEffect
C0026919	Atypical mycobacterial infection	SideEffect
DOID:12661	tooth ankylosis	Disease
131450	CD200R1	Gene
4607	MYBPC3	Gene
129138	ANKRD54	Gene
2020	EN2	Gene
DOID:0110771	hereditary spastic paraplegia 18	Disease
WP558_r95109	Complement and Coagulation Cascades	Pathway
DOID:1824	status epilepticus	Disease
404552	SCGB1D4	Gene
84861	KLHL22	Gene
DOID:0070154	hereditary sensory neuropathy type 1F	Disease
26086	GPSM1	Gene
DOID:12361	Graves' disease	Disease
133482	SLCO6A1	Gene
DB00492	Fosinopril	Compound
DOID:438	autoimmune disease of the nervous system	Disease
DOID:184	bone cancer	Disease
DOID:11088	asphyxia neonatorum	Disease
C0085692	Cystitis haemorrhagic	SideEffect
DB09118	Stiripentol	Compound
10973	ASCC3	Gene
5538	PPT1	Gene
1582	CYP8B1	Gene
56000	NXF3	Gene
CHEMBL1083385	CHEMBL1083385	Compound
9812	DELE1	Gene
64693	CTAGE1	Gene
CHEMBL1863515	CHEMBL1863515	Compound
DOID:0060841	isolated microphthalmia 8	Disease
55022	PID1	Gene
CHEMBL1201557	CHEMBL1201557	Compound
6035	RNASE1	Gene
81786	TRIM7	Gene
CHEMBL2108078	CHEMBL2108078	Compound
2815	GP9	Gene
256006	ANKRD31	Gene
55791	LRIF1	Gene
DOID:0060536	mitochondrial complex I deficiency	Disease
56145	PCDHA3	Gene
GO:0007262	STAT protein import into nucleus	BiologicalProcess
DOID:13452	scleritis	Disease
55611	OTUB1	Gene
DOID:0090090	hypogonadotropic hypogonadism 19 with or without anosmia	Disease
CHEMBL1201024	CHEMBL1201024	Compound
6143	RPL19	Gene
8718	TNFRSF25	Gene
2819	GPD1	Gene
GO:0006900	vesicle budding from membrane	BiologicalProcess
284541	CYP4A22	Gene
